年月日,東京最高気温(℃),東京最高気温(℃)品質情報,東京最高気温(℃)均質番号,東京最低気温(℃),東京最低気温(℃)品質情報,東京最低気温(℃)均質番号,東京平均気温(℃),東京平均気温(℃)品質情報,東京平均気温(℃)均質番号,東京降水量の合計(mm),東京降水量の合計(mm)現象なし情報,東京降水量の合計(mm)品質情報,東京降水量の合計(mm)均質番号,東京日照時間(時間),東京日照時間(時間)現象なし情報,東京日照時間(時間)品質情報,東京日照時間(時間)均質番号,東京平均風速(m/s),東京平均風速(m/s)品質情報,東京平均風速(m/s)均質番号,東京最大風速(m/s),東京最大風速(m/s)品質情報,東京最大風速(m/s),東京最大風速(m/s)品質情報,東京最大風速(m/s)均質番号,東京最大瞬間風速(m/s),東京最大瞬間風速(m/s)品質情報,東京最大瞬間風速(m/s),東京最大瞬間風速(m/s)品質情報,東京最大瞬間風速(m/s)均質番号,東京最多風向(16方位),東京最多風向(16方位)品質情報,東京最多風向(16方位)均質番号,東京平均蒸気圧(hPa),東京平均蒸気圧(hPa)品質情報,東京平均蒸気圧(hPa)均質番号,東京平均湿度(％),東京平均湿度(％)品質情報,東京平均湿度(％)均質番号,東京最小相対湿度(％),東京最小相対湿度(％)品質情報,東京最小相対湿度(％)均質番号,東京平均現地気圧(hPa),東京平均現地気圧(hPa)品質情報,東京平均現地気圧(hPa)均質番号,東京平均海面気圧(hPa),東京平均海面気圧(hPa)品質情報,東京平均海面気圧(hPa)均質番号,東京最低海面気圧(hPa),東京最低海面気圧(hPa)現象なし情報,東京最低海面気圧(hPa)品質情報,東京最低海面気圧(hPa)均質番号,東京平均雲量(10分比),東京平均雲量(10分比)品質情報,東京平均雲量(10分比)均質番号,東京天気概況(昼：06時〜18時),東京天気概況(昼：06時〜18時)品質情報,東京天気概況(昼：06時〜18時)均質番号,東京天気概況(夜：18時〜翌日06時),東京天気概況(夜：18時〜翌日06時)品質情報,東京天気概況(夜：18時〜翌日06時)均質番号,東京10分間降水量の最大(mm),東京10分間降水量の最大(mm)現象なし情報,東京10分間降水量の最大(mm)品質情報,東京10分間降水量の最大(mm)均質番号
2009/12/3,11.8,8,1,8.5,8,1,10.1,8,1,24,0,8,1,0,0,8,1,2.9,8,1,5.1,8,北北西,8,1,9.9,8,北西,8,1,北北西,8,1,9.8,8,1,79,8,1,57,8,1,1007.2,8,1,1011.6,8,1,1005.1,0,8,1,10,8,1,雨,8,1,雨一時曇後晴,8,1,1,0,8,1
2009/12/4,14.9,8,1,9.9,8,1,11.7,8,1,0,0,8,1,8.6,0,8,1,2.5,8,1,6.2,8,北北西,8,1,10,8,北北西,8,1,北東,8,1,8.5,8,1,62,8,1,43,8,1,1010.6,8,1,1015,8,1,1005.4,0,8,1,3.5,8,1,晴,8,1,晴後曇,8,1,0,0,8,1
2009/12/5,12.8,8,1,9.2,8,1,10.3,8,1,16.5,0,8,1,1,0,8,1,2.5,8,1,6.5,8,北西,8,1,9.5,8,北西,8,1,北北西,8,1,8.9,8,1,71,8,1,57,8,1,1012.2,8,1,1016.7,8,1,1008.9,0,8,1,10,8,1,曇後雨,8,1,曇一時雨後晴,8,1,1.5,0,8,1
2009/12/6,16.6,8,1,7.3,8,1,11.2,8,1,0,1,8,1,9.2,0,8,1,1.9,8,1,5.2,8,北西,8,1,8.8,8,北西,8,1,北西,8,1,8.6,8,1,66,8,1,42,8,1,1004.6,8,1,1009,8,1,1006.6,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2009/12/7,14.1,8,1,8.4,8,1,10.3,8,1,0,1,8,1,7.9,0,8,1,5,8,1,8.1,8,北西,8,1,15.7,8,北西,8,1,北北西,8,1,4.4,8,1,35,8,1,28,8,1,1014,8,1,1018.5,8,1,1013.1,0,8,1,2.8,8,1,晴一時曇,8,1,快晴,8,1,0,1,8,1
2009/12/8,12.9,8,1,6.2,8,1,10.1,8,1,0,1,8,1,9,0,8,1,2.5,8,1,7.3,8,西北西,8,1,11.2,8,西北西,8,1,南南東,8,1,5.1,8,1,41,8,1,30,8,1,1020,8,1,1024.5,8,1,1022.9,0,8,1,2.5,8,1,晴後一時曇,8,1,曇後一時雨,8,1,0,1,8,1
2009/12/9,11.8,8,1,8,8,1,10.2,8,1,0,0,8,1,0,0,8,1,2.4,8,1,3.7,8,北北西,8,1,6.2,8,北北西,8,1,北北西,8,1,6.2,8,1,50,8,1,45,8,1,1017.9,8,1,1022.3,8,1,1020.2,0,8,1,10,8,1,曇,8,1,曇後一時晴,8,1,0,0,8,1
2009/12/10,13.5,8,1,9.2,8,1,11,8,1,0,1,8,1,6.6,0,8,1,2.4,8,1,4.6,8,北東,8,1,8.2,8,北東,8,1,北東,8,1,7.5,8,1,57,8,1,41,8,1,1019.6,8,1,1024.1,8,1,1021.1,0,8,1,6.3,8,1,晴,8,1,曇後一時雨,8,1,0,1,8,1
2009/12/11,9.3,8,1,7.4,8,1,8.1,8,1,38.5,0,8,1,0,0,8,1,3.8,8,1,7,8,北北西,8,1,12.5,8,北北西,8,1,北北西,8,1,8.4,8,1,78,8,1,62,8,1,1016,8,1,1020.5,8,1,1013.9,0,8,1,10,8,1,雨,8,1,雨後時々曇,8,1,1.5,0,8,1
2009/12/12,17.4,8,1,9,8,1,13,8,1,1.5,0,8,1,6,0,8,1,3.5,8,1,7.7,8,北北西,8,1,13.7,8,北西,8,1,北北西,8,1,10.1,8,1,68,8,1,41,8,1,1007,8,1,1011.4,8,1,1008.4,0,8,1,6.3,8,1,曇後晴,8,1,晴後一時薄曇,8,1,0.5,0,8,1
2009/12/13,13.1,8,1,9.2,8,1,11.2,8,1,0,0,8,1,2.2,0,8,1,3.2,8,1,8.5,8,北西,8,1,16.6,8,北西,8,1,北北西,8,1,5.5,8,1,42,8,1,33,8,1,1009.9,8,1,1014.3,8,1,1010.6,0,8,1,9.3,8,1,曇後一時雨,8,1,曇時々雨,8,1,0,0,8,1
2009/12/14,10.8,8,1,7.2,8,1,8.9,8,1,0,0,8,1,2.4,0,8,1,2.5,8,1,7,8,北北西,8,1,12.1,8,北西,8,1,北東,8,1,6.2,8,1,54,8,1,39,8,1,1011.3,8,1,1015.8,8,1,1013.2,0,8,1,8.5,8,1,曇後晴,8,1,晴一時曇,8,1,0,0,8,1
2009/12/15,10.1,8,1,5.7,8,1,7.9,8,1,0,1,8,1,2.8,0,8,1,2.4,8,1,5.3,8,北北西,8,1,10.5,8,北北西,8,1,北北西,8,1,4.5,8,1,42,8,1,33,8,1,1012.8,8,1,1017.3,8,1,1014.5,0,8,1,7.5,8,1,曇一時晴,8,1,晴時々曇,8,1,0,1,8,1
2009/12/16,8.7,8,1,4.8,8,1,6.9,8,1,0,1,8,1,0,0,8,1,1.8,8,1,3.4,8,北北東,8,1,5.9,8,東北東,8,1,北北西,8,1,5.9,8,1,59,8,1,49,8,1,1008.6,8,1,1013.1,8,1,1010.9,0,8,1,6.5,8,1,曇,8,1,晴後時々曇,8,1,0,1,8,1
2009/12/17,10.2,8,1,4.6,8,1,7,8,1,0,1,8,1,6.4,0,8,1,2.2,8,1,4.5,8,南西,8,1,7.7,8,南西,8,1,北北東,8,1,5.7,8,1,57,8,1,33,8,1,1006.3,8,1,1010.7,8,1,1008.1,0,8,1,3.5,8,1,晴一時曇,8,1,快晴,8,1,0,1,8,1
2009/12/18,11.5,8,1,3.3,8,1,6.2,8,1,0,1,8,1,9.2,0,8,1,4.1,5,1,7.5,8,南西,8,1,17.1,8,西南西,8,1,南西,8,1,3,8,1,32,8,1,12,8,1,1003,8,1,1007.4,8,1,1004.4,0,8,1,0.8,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2009/12/19,9.2,8,1,2.2,8,1,5.2,8,1,0,1,8,1,7.9,0,8,1,2.5,8,1,5.1,8,南西,8,1,9,8,北西,8,1,北西,8,1,2.9,8,1,34,8,1,16,8,1,1005,8,1,1009.5,8,1,1006,0,8,1,2,8,1,晴,8,1,快晴,8,1,0,1,8,1
2009/12/20,11.8,8,1,1.1,8,1,6.3,8,1,0,1,8,1,9.2,0,8,1,2.5,8,1,5.6,8,南西,8,1,9.3,8,南西,8,1,南西,8,1,3.2,8,1,35,8,1,18,8,1,1003.5,8,1,1008,8,1,1005.7,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2009/12/21,9,8,1,3.8,8,1,5.9,8,1,0,1,8,1,8.9,0,8,1,3.7,8,1,7.7,8,北西,8,1,15.5,8,北北西,8,1,北北西,8,1,2.7,8,1,30,8,1,19,8,1,1008.2,8,1,1012.7,8,1,1005.7,0,8,1,0,8,1,快晴,8,1,晴後一時曇,8,1,0,1,8,1
2009/12/22,10.6,8,1,2.6,8,1,6.4,8,1,0,1,8,1,6.4,0,8,1,2.4,8,1,5.8,8,北西,8,1,10.2,8,北西,8,1,北西,8,1,3.8,8,1,39,8,1,25,8,1,1015.1,8,1,1019.6,8,1,1017.7,0,8,1,2,8,1,晴,8,1,快晴,8,1,0,1,8,1
2009/12/23,12.3,8,1,2.7,8,1,7.7,8,1,0,1,8,1,9,0,8,1,1.8,8,1,4.3,8,南東,8,1,6.2,8,南南東,8,1,北西,8,1,5.5,8,1,52,8,1,34,8,1,1013,8,1,1017.5,8,1,1015,0,8,1,0,8,1,快晴,8,1,快晴,8,1,0,1,8,1
2009/12/24,13.8,8,1,4.9,8,1,9.9,8,1,0,1,8,1,8.7,0,8,1,2.9,8,1,5.8,8,北北西,8,1,11.1,8,北北西,8,1,北北西,8,1,5.1,8,1,43,8,1,31,8,1,1013,8,1,1017.4,8,1,1015.1,0,8,1,4.5,8,1,晴,8,1,曇,8,1,0,1,8,1
2009/12/25,12,8,1,7.3,8,1,9.2,8,1,0,1,8,1,8,0,8,1,2.6,8,1,5.6,8,北北西,8,1,10.2,8,北西,8,1,北北西,8,1,4.9,8,1,43,8,1,30,8,1,1011.8,8,1,1016.2,8,1,1014.7,0,8,1,5.5,8,1,晴一時曇,8,1,曇一時晴,8,1,0,1,8,1
2009/12/26,12.9,8,1,6.7,8,1,9.4,8,1,0,0,8,1,4.3,0,8,1,1.9,8,1,4.5,8,北北西,8,1,8.8,8,北西,8,1,北北西,8,1,6.3,8,1,54,8,1,40,8,1,1006.8,8,1,1011.2,8,1,1007.7,0,8,1,4.8,8,1,曇後晴,8,1,晴,8,1,0,0,8,1
2009/12/27,12,8,1,7.4,8,1,9.4,8,1,0,0,8,1,7,0,8,1,3.4,8,1,6.5,8,北北西,8,1,12.2,8,北,8,1,北北西,8,1,5.3,8,1,45,8,1,31,8,1,1010.6,8,1,1015,8,1,1012.1,0,8,1,8,8,1,薄曇一時晴,8,1,雨時々曇,8,1,0,0,8,1
2009/12/28,14.2,8,1,6.7,8,1,9.4,8,1,2,0,8,1,5.8,0,8,1,3.1,8,1,6.7,8,北北西,8,1,14,8,北北西,8,1,北北西,8,1,6.3,8,1,54,8,1,23,8,1,1003.8,8,1,1008.2,8,1,1002.1,0,8,1,5,8,1,曇後晴,8,1,晴後曇,8,1,0.5,0,8,1
2009/12/29,10.7,8,1,6.4,8,1,8.1,8,1,0,1,8,1,5.2,0,8,1,2.8,8,1,6,8,北北西,8,1,10.1,8,北北西,8,1,北北西,8,1,4.2,8,1,39,8,1,30,8,1,1011.7,8,1,1016.2,8,1,1012,0,8,1,7.5,8,1,曇後晴,8,1,曇時々晴,8,1,0,1,8,1
2009/12/30,13.6,8,1,5.1,8,1,9.2,8,1,0,1,8,1,5.7,0,8,1,3,8,1,6.8,8,南,8,1,12.9,8,南南西,8,1,北北西,8,1,6.2,8,1,52,8,1,42,8,1,1005.4,8,1,1009.9,8,1,1000.1,0,8,1,2.3,8,1,曇後晴,8,1,快晴,8,1,0,1,8,1
2009/12/31,12,8,1,2.8,8,1,6.2,8,1,0,1,8,1,7.3,0,8,1,3.3,8,1,10.3,8,北北西,8,1,18.9,8,北西,8,1,北西,8,1,4.4,8,1,47,8,1,14,8,1,994.2,8,1,998.7,8,1,994.2,0,8,1,1,8,1,晴,8,1,快晴,8,1,0,1,8,1
